Reino,Filo,Classe,Ordem,Família,ID,Espécie,Autor,Nome Comum,Nome em Inglês,Natureza,Endemismo Mata Atlântica,Comportamento Migratório,Sensibilidade,Estado de SP (2018),Brasil (2018),IUCN (2021-1) ,CITES (2021) ,Localidade,Latitude,Longitude
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,,Dasypus sp.,"Linnaeus, 1758",tatú,Armadillo,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Guabirobeira,-23.61683674,-46.43828583
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,,Dasypus sp.,"Linnaeus, 1758",tatú,Armadillo,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Nascentes do Ribeirão Colônia,-23.84108773,-46.71925358
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,,Dasypus sp.,"Linnaeus, 1758",tatú,Armadillo,NA,NA,NA,NA,NA,NA,NA,NA,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Municipal dos Búfalos,-23.71151346,-46.64929288
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Fazenda do Carmo,-23.58821482,-46.4628133
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Clube de Campo São Paulo,-23.73314425,-46.72182615
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM14,Dasypus novemcinctus,"Linnaeus, 1758",tatú-galinha,Nine-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,MM15,Dasypus septemcinctus,"Linnaeus, 1758",tatuí,Seven-banded Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,MM16,Euphractus sexcinctus,"(Linnaeus, 1758)",tatú-peba,Yellow Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Natural Municipal Fazenda do Carmo,-23.58821482,-46.4628133
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,MM16,Euphractus sexcinctus,"(Linnaeus, 1758)",tatú-peba,Yellow Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,MM16,Euphractus sexcinctus,"(Linnaeus, 1758)",tatú-peba,Yellow Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,MM17,Cabassous unicinctus,"(Linnaeus, 1758)",tatú-de-rabo-mole,Southern Naked-tailed Armadillo,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Vila Perus,-23.40988092,-46.75698103
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Municipal Alfredo Volpi,-23.58770441,-46.70255088
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Municipal do Carmo - Olavo Egydio Setubal,-23.57384163,-46.46432938
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Municipal Independência,-23.5816763,-46.60985686
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Municipal Jardim da Luz,-23.53311201,-46.63487669
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Natural Municipal Bororé,-23.80322338,-46.65257876
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Natural Municipal Fazenda do Carmo,-23.58821482,-46.4628133
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Reserva Particular do Patrimônio Natural Messiânica (Planejado) e Solo Sagrado,-23.76563077,-46.75177482
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,MM18,Bradypus variegatus,"Schinz, 1825",preguiça-de-três-dedos,Brown-throated Sloth,NatAUT,NÃO,NA,NA,SP-DD,MMA-LC,IUCN-LC,CITES-II,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,MM19,Tamandua tetradactyla,"(Linnaeus, 1758)",tamanduá-mirim,Collared Anteater,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,MM19,Tamandua tetradactyla,"(Linnaeus, 1758)",tamanduá-mirim,Collared Anteater,NatAUT,NÃO,NA,NA,NL,MMA-LC,IUCN-LC,NL,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Municipal Linear Canivete,-23.44717058,-46.70072468
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Municipal Nascentes do Ribeirão Colônia,-23.84108773,-46.71925358
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Bororé,-23.80322338,-46.65257876
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Fazenda do Carmo,-23.58821482,-46.4628133
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Itaim,-23.80741882,-46.71898656
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Natural Municipal Varginha,-23.79955812,-46.67343581
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Invernada do Barro Branco,-23.46832755,-46.61850269
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Clube da Varig,-23.75061156,-46.73441632
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Clube de Campo São Paulo,-23.73314425,-46.72182615
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Fazenda Capivari (Sabesp),-23.94569774,-46.68820596
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Fazenda Castanheiras,-23.80855528,-46.65218496
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Fazenda Santa Maria,-23.42934939,-46.60828047
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Reserva Particular do Patrimônio Natural Messiânica (Planejado) e Solo Sagrado,-23.76563077,-46.75177482
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Sítio Bordin,-23.89643356,-46.72786107
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Sítio Margarida,-23.76589051,-46.73436375
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Sítio Nakao,-23.86165308,-46.66959847
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Sítio Nova Esperança e Arredores,-23.90628719,-46.7861258
Animalia,Chordata,Mammalia,Primates,Atelidae,MM20,Alouatta guariba,"(Humboldt, 1812)",bugio-ruivo,Brown Howler,NatAUT,EndMA,NA,NA,SP-EN,MMA-VU,IUCN-VU,CITES-II,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Primates,Atelidae,MM21,Brachyteles arachnoides,"(É. Geoffroy St.-Hilaire, 1806)",muriqui-do-sul,Southern Muriqui,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-CR,CITES-I,Parque Estadual Serra do Mar - Núcleo Curucutu,-23.98448891,-46.73835075
Animalia,Chordata,Mammalia,Primates,Atelidae,MM21,Brachyteles arachnoides,"(É. Geoffroy St.-Hilaire, 1806)",muriqui-do-sul,Southern Muriqui,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-CR,CITES-I,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Alto da Boa Vista,-23.64786159,-46.6902424
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Buenos Aires,-23.5455262,-46.6589885
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal CEMUCAM (Centro Municipal de Campismo),-23.60951164,-46.84707674
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Chácara das Flores,-23.52340291,-46.39872919
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Chácara do Jockey,-23.59963666,-46.74613253
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal dos Eucaliptos,-23.61584584,-46.75249175
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Guabirobeira,-23.61683674,-46.43828583
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Independência,-23.5816763,-46.60985686
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Jardim da Conquista,-23.62180973,-46.44637711
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Jardim da Luz,-23.53311201,-46.63487669
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear Água Podre,-23.58059349,-46.75086722
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear Aristocrata,-23.75758326,-46.67211376
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear do Córrego do Bispo,-23.45153927,-46.65727371
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear Nove de Julho,-23.72180902,-46.71476274
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear Ribeirão Caulim,-23.7955118,-46.73242125
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Linear São José,-23.72934955,-46.71877493
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Nabuco,-23.66273638,-46.65995445
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Nascentes do Ribeirão Colônia,-23.84108773,-46.71925358
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Quississana,-23.52389717,-46.40301442
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Reserva Ecológica do Morumbi - Brig. Djalma Floriano Machado,-23.59372281,-46.70050233
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Sena,-23.46224446,-46.60681893
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Severo Gomes,-23.63821607,-46.70439946
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Sítio Morrinhos,-23.50628273,-46.64774496
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Municipal Tenente Siqueira Campos - Trianon,-23.56258775,-46.6569692
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Natural Municipal Bororé,-23.80322338,-46.65257876
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Natural Municipal Cabeceiras do Aricanduva,-23.6241344,-46.40966689
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Natural Municipal Itaim,-23.80741882,-46.71898656
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Natural Municipal Jaceguava,-23.77937311,-46.77398676
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Natural Municipal Varginha,-23.79955812,-46.67343581
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Refúgio da Vida Silvestre Anhanguera,-23.41227431,-46.78993552
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Praça Professor Hugo Sacco,-23.65375588,-46.6863088
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parques Estadual Bruno Covas + Ciclovia Rio Pinheiros,-23.59596551,-46.69524988
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Parque Estadual Jequitibá (Fazenda Tizo),-23.60608963,-46.80484511
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Invernada do Barro Branco,-23.46832755,-46.61850269
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Clube Hípico de Santo Amaro,-23.64034715,-46.70768124
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Fazenda Santa Maria,-23.42934939,-46.60828047
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Reserva Particular do Patrimônio Natural Fazenda Mutinga,-23.50052234,-46.75351809
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Reserva Particular do Patrimônio Natural Messiânica (Planejado) e Solo Sagrado,-23.76563077,-46.75177482
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Sítio João de Barro,-23.83961255,-46.67529449
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Sítio Nova Esperança e Arredores,-23.90628719,-46.7861258
Animalia,Chordata,Mammalia,Primates,Cebidae,,Callithrix sp.,"Erxleben, 1777",sagui,Marmoset,NA,NA,NA,NA,NA,NA,NA,NA,Sítio Roda d'Água,-23.85421193,-46.76990913
Animalia,Chordata,Mammalia,Primates,Cebidae,MM22,Callithrix aurita,"(É. Geoffroy St.-Hilaire, 1812)",sagui-da-serra-escuro,Buffy-tufted-ear Marmoset ,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-EN,CITES-I,Parque Natural Municipal Cratera de Colônia,-23.87973443,-46.70631089
Animalia,Chordata,Mammalia,Primates,Cebidae,MM22,Callithrix aurita,"(É. Geoffroy St.-Hilaire, 1812)",sagui-da-serra-escuro,Buffy-tufted-ear Marmoset ,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-EN,CITES-I,Parque Estadual da Cantareira,-23.43992262,-46.63708483
Animalia,Chordata,Mammalia,Primates,Cebidae,MM22,Callithrix aurita,"(É. Geoffroy St.-Hilaire, 1812)",sagui-da-serra-escuro,Buffy-tufted-ear Marmoset ,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-EN,CITES-I,Estação Evangelista de Souza,-23.9276895,-46.64772491
Animalia,Chordata,Mammalia,Primates,Cebidae,MM22,Callithrix aurita,"(É. Geoffroy St.-Hilaire, 1812)",sagui-da-serra-escuro,Buffy-tufted-ear Marmoset ,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-EN,CITES-I,Fazenda Santa Maria,-23.42934939,-46.60828047
Animalia,Chordata,Mammalia,Primates,Cebidae,MM22,Callithrix aurita,"(É. Geoffroy St.-Hilaire, 1812)",sagui-da-serra-escuro,Buffy-tufted-ear Marmoset ,NatAUT,EndMA,NA,NA,SP-EN,MMA-EN,IUCN-EN,CITES-I,Sítio Bordin,-23.89643356,-46.72786107
Animalia,Chordata,Mammalia,Primates,Cebidae,MM23,Callithrix jacchus,"(Linnaeus, 1758)",sagui-de-tufo-branco,Common Marmoset ,NatALOintINV,EndMA,NA,NA,NL,MMA-LC,IUCN-LC,CITES-II,Parque Municipal Alfredo Volpi,-23.58770441,-46.70255088
